h3,h1,2,3,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h3,h1,3,3,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h3,h1,4,4,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h3,h1,5,4,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h3,h1,6,4,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h3,h1,7,4,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h3,h1,8,4,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h3,h1,9,5,00:00:00:00:00:03,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h4,h1,0,2,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h4,h1,1,3,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h4,h1,2,3,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h4,h1,3,3,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h4,h1,4,4,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h4,h1,5,4,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h4,h1,6,4,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h4,h1,7,4,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h4,h1,8,4,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h4,h1,9,5,00:00:00:00:00:04,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h5,h1,0,2,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h5,h1,1,3,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h5,h1,2,3,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h5,h1,3,3,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h5,h1,4,4,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h5,h1,5,4,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h5,h1,6,4,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h5,h1,7,4,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h5,h1,8,4,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h5,h1,9,5,00:00:00:00:00:05,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h6,h1,0,2,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h6,h1,1,3,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h6,h1,2,3,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h6,h1,3,3,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h6,h1,4,4,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h6,h1,5,4,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h6,h1,6,4,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h6,h1,7,4,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h6,h1,8,4,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h6,h1,9,5,00:00:00:00:00:06,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h7,h1,0,2,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h7,h1,1,3,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h7,h1,2,3,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h7,h1,3,3,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h7,h1,4,4,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h7,h1,5,4,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h7,h1,6,4,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h7,h1,7,4,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h7,h1,8,4,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h7,h1,9,5,00:00:00:00:00:07,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h8,h1,0,2,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h8,h1,1,3,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h8,h1,2,3,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h8,h1,3,3,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h8,h1,4,4,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h8,h1,5,4,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h8,h1,6,4,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h8,h1,7,4,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h8,h1,8,4,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h8,h1,9,5,00:00:00:00:00:08,00:00:00:00:00:01,"of:0000000000000002:2 -> of:0000000000000008:2, of:0000000000000008:3 -> of:0000000000000003:2, of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h9,h1,0,2,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h9,h1,1,3,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h9,h1,2,3,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h9,h1,3,3,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h9,h1,4,4,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h9,h1,5,4,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h9,h1,6,4,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h9,h1,7,4,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h9,h1,8,4,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h9,h1,9,5,00:00:00:00:00:09,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h10,h1,0,2,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h10,h1,1,3,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h10,h1,2,3,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h10,h1,3,3,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h10,h1,4,4,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h10,h1,5,4,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h10,h1,6,4,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h10,h1,7,4,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h10,h1,8,4,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h10,h1,9,5,00:00:00:00:00:0A,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h11,h1,0,2,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h11,h1,1,3,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h11,h1,2,3,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h11,h1,3,3,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h11,h1,4,4,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h11,h1,5,4,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h11,h1,6,4,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h11,h1,7,4,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h11,h1,8,4,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h11,h1,9,5,00:00:00:00:00:0B,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h12,h1,0,2,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h12,h1,1,3,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h12,h1,2,3,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h12,h1,3,3,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h12,h1,4,4,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:1 -> of:0000000000000001:1"
h12,h1,5,4,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h12,h1,6,4,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:1 -> of:0000000000000001:3"
h12,h1,7,4,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:3 -> of:000000000000000c:3, of:000000000000000c:1 -> of:0000000000000001:2"
h12,h1,8,4,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
h12,h1,9,5,00:00:00:00:00:0C,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:2 -> of:0000000000000002:2, of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h13,h1,0,2,00:00:00:00:00:0D,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:1 -> of:0000000000000001:1"
h13,h1,1,3,00:00:00:00:00:0D,00:00:00:00:00:01,"of:0000000000000003:2 -> of:0000000000000008:3, of:0000000000000008:1 -> of:000000000000000b:6, of:000000000000000b:1 -> of:0000000000000001:1"
h13,h1,2,3,00:00:00:00:00:0D,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:1 -> of:0000000000000001:2"
h13,h1,3,3,00:00:00:00:00:0D,00:00:00:00:00:01,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:1 -> of:0000000000000001:3"
