timestep,time_seconds,time_hours,pmu_id,gen_bus,rank,importance_score
2642,13210,3.669444444,4,34,5,0.340090192
2642,13210,3.669444444,7,37,6,0.278876403
2642,13210,3.669444444,9,39,7,0.278623852
2642,13210,3.669444444,8,38,8,0.274169262
2642,13210,3.669444444,6,36,9,0.155911587
2642,13210,3.669444444,10,31,10,0
2643,13215,3.670833333,2,32,1,0.895576933
2643,13215,3.670833333,1,30,2,0.597740971
2643,13215,3.670833333,3,33,3,0.482863833
2643,13215,3.670833333,5,35,4,0.470622017
2643,13215,3.670833333,4,34,5,0.340066835
2643,13215,3.670833333,7,37,6,0.27885789
2643,13215,3.670833333,9,39,7,0.278623982
2643,13215,3.670833333,8,38,8,0.274142618
2643,13215,3.670833333,6,36,9,0.155911623
2643,13215,3.670833333,10,31,10,0
2644,13220,3.672222222,2,32,1,0.896157008
2644,13220,3.672222222,1,30,2,0.597849368
2644,13220,3.672222222,3,33,3,0.482863546
2644,13220,3.672222222,5,35,4,0.470622017
2644,13220,3.672222222,4,34,5,0.340008341
2644,13220,3.672222222,7,37,6,0.278810999
2644,13220,3.672222222,9,39,7,0.27862429
2644,13220,3.672222222,8,38,8,0.274074752
2644,13220,3.672222222,6,36,9,0.155911715
2644,13220,3.672222222,10,31,10,0
2645,13225,3.673611111,2,32,1,0.896148073
2645,13225,3.673611111,1,30,2,0.597847687
2645,13225,3.673611111,3,33,3,0.482863535
2645,13225,3.673611111,5,35,4,0.470622017
2645,13225,3.673611111,4,34,5,0.340009237
2645,13225,3.673611111,7,37,6,0.278811726
2645,13225,3.673611111,9,39,7,0.278624286
2645,13225,3.673611111,8,38,8,0.274075812
2645,13225,3.673611111,6,36,9,0.155911714
2645,13225,3.673611111,10,31,10,0
2646,13230,3.675,2,32,1,0.89534143
2646,13230,3.675,1,30,2,0.597696343
2646,13230,3.675,3,33,3,0.482863981
2646,13230,3.675,5,35,4,0.470622017
2646,13230,3.675,4,34,5,0.340090801
2646,13230,3.675,7,37,6,0.278876894
2646,13230,3.675,9,39,7,0.278623847
2646,13230,3.675,8,38,8,0.274169991
2646,13230,3.675,6,36,9,0.155911586
2646,13230,3.675,10,31,10,0
2647,13235,3.676388889,2,32,1,0.894734926
2647,13235,3.676388889,1,30,2,0.597580417
2647,13235,3.676388889,3,33,3,0.482864699
2647,13235,3.676388889,5,35,4,0.470622017
2647,13235,3.676388889,4,34,5,0.340152993
2647,13235,3.676388889,7,37,6,0.278925723
2647,13235,3.676388889,9,39,7,0.278623479
2647,13235,3.676388889,8,38,8,0.274239922
2647,13235,3.676388889,6,36,9,0.155911493
2647,13235,3.676388889,10,31,10,0
2648,13240,3.677777778,2,32,1,0.895034274
2648,13240,3.677777778,1,30,2,0.597637747
2648,13240,3.677777778,3,33,3,0.482864254
2648,13240,3.677777778,5,35,4,0.470622017
2648,13240,3.677777778,4,34,5,0.340122222
2648,13240,3.677777778,7,37,6,0.278901647
2648,13240,3.677777778,9,39,7,0.278623663
2648,13240,3.677777778,8,38,8,0.274205522
2648,13240,3.677777778,6,36,9,0.155911539
2648,13240,3.677777778,10,31,10,0
2649,13245,3.679166667,2,32,1,0.894892995
2649,13245,3.679166667,1,30,2,0.597610722
2649,13245,3.679166667,3,33,3,0.482864446
2649,13245,3.679166667,5,35,4,0.470622017
2649,13245,3.679166667,4,34,5,0.340136728
2649,13245,3.679166667,7,37,6,0.278913015
2649,13245,3.679166667,9,39,7,0.278623577
2649,13245,3.679166667,8,38,8,0.274221782
2649,13245,3.679166667,6,36,9,0.155911517
2649,13245,3.679166667,10,31,10,0
2650,13250,3.680555556,2,32,1,0.895649686
2650,13250,3.680555556,1,30,2,0.597754453
2650,13250,3.680555556,3,33,3,0.482863672
2650,13250,3.680555556,5,35,4,0.470622017
2650,13250,3.680555556,4,34,5,0.340059465
2650,13250,3.680555556,7,37,6,0.278852042
2650,13250,3.680555556,9,39,7,0.27862402
2650,13250,3.680555556,8,38,8,0.274134222
2650,13250,3.680555556,6,36,9,0.155911634
2650,13250,3.680555556,10,31,10,0
2651,13255,3.681944444,2,32,1,0.895051807
2651,13255,3.681944444,1,30,2,0.597641159
2651,13255,3.681944444,3,33,3,0.482864265
2651,13255,3.681944444,5,35,4,0.470622017
2651,13255,3.681944444,4,34,5,0.340120421
2651,13255,3.681944444,7,37,6,0.278900229
2651,13255,3.681944444,9,39,7,0.278623675
2651,13255,3.681944444,8,38,8,0.274203481
2651,13255,3.681944444,6,36,9,0.155911541
2651,13255,3.681944444,10,31,10,0
2652,13260,3.683333333,2,32,1,0.895569812
2652,13260,3.683333333,1,30,2,0.59773945
2652,13260,3.683333333,3,33,3,0.482863747
2652,13260,3.683333333,5,35,4,0.470622017
2652,13260,3.683333333,4,34,5,0.340067566
2652,13260,3.683333333,7,37,6,0.278858484
2652,13260,3.683333333,9,39,7,0.278623976
2652,13260,3.683333333,8,38,8,0.274143507
2652,13260,3.683333333,6,36,9,0.155911621
2652,13260,3.683333333,10,31,10,0
2653,13265,3.684722222,2,32,1,0.895949188
2653,13265,3.684722222,1,30,2,0.597810595
2653,13265,3.684722222,3,33,3,0.482863535
2653,13265,3.684722222,5,35,4,0.470622017
2653,13265,3.684722222,4,34,5,0.340029209
2653,13265,3.684722222,7,37,6,0.278827837
2653,13265,3.684722222,9,39,7,0.278624182
2653,13265,3.684722222,8,38,8,0.274099212
2653,13265,3.684722222,6,36,9,0.155911681
2653,13265,3.684722222,10,31,10,0
2654,13270,3.686111111,2,32,1,0.895656112
2654,13270,3.686111111,1,30,2,0.597755706
2654,13270,3.686111111,3,33,3,0.48286369
2654,13270,3.686111111,5,35,4,0.470622017
2654,13270,3.686111111,4,34,5,0.340058812
2654,13270,3.686111111,7,37,6,0.278851518
2654,13270,3.686111111,9,39,7,0.278624024
2654,13270,3.686111111,8,38,8,0.274133458
2654,13270,3.686111111,6,36,9,0.155911635
2654,13270,3.686111111,10,31,10,0
2655,13275,3.6875,2,32,1,0.895072975
2655,13275,3.6875,1,30,2,0.597645161
2655,13275,3.6875,3,33,3,0.482864219
2655,13275,3.6875,5,35,4,0.470622017
2655,13275,3.6875,4,34,5,0.340118253
2655,13275,3.6875,7,37,6,0.27889853
2655,13275,3.6875,9,39,7,0.278623687
2655,13275,3.6875,8,38,8,0.274201053
2655,13275,3.6875,6,36,9,0.155911544
2655,13275,3.6875,10,31,10,0
2656,13280,3.688888889,2,32,1,0.895588
2656,13280,3.688888889,1,30,2,0.597742792
2656,13280,3.688888889,3,33,3,0.48286369
2656,13280,3.688888889,5,35,4,0.470622017
2656,13280,3.688888889,4,34,5,0.340065723
2656,13280,3.688888889,7,37,6,0.278857026
2656,13280,3.688888889,9,39,7,0.278623985
2656,13280,3.688888889,8,38,8,0.27414142
2656,13280,3.688888889,6,36,9,0.155911624
2656,13280,3.688888889,10,31,10,0
2657,13285,3.690277778,2,32,1,0.89627881
2657,13285,3.690277778,1,30,2,0.597871625
2657,13285,3.690277778,3,33,3,0.482863397
2657,13285,3.690277778,5,35,4,0.470622017
2657,13285,3.690277778,4,34,5,0.339996169
2657,13285,3.690277778,7,37,6,0.27880116
2657,13285,3.690277778,9,39,7,0.278624348
2657,13285,3.690277778,8,38,8,0.27406048
2657,13285,3.690277778,6,36,9,0.155911735
2657,13285,3.690277778,10,31,10,0
2658,13290,3.691666667,2,32,1,0.895548911
2658,13290,3.691666667,1,30,2,0.597735386
2658,13290,3.691666667,3,33,3,0.4828637
2658,13290,3.691666667,5,35,4,0.470622017
2658,13290,3.691666667,4,34,5,0.340069693
2658,13290,3.691666667,7,37,6,0.278860185
2658,13290,3.691666667,9,39,7,0.278623963
2658,13290,3.691666667,8,38,8,0.274145979
2658,13290,3.691666667,6,36,9,0.155911618
2658,13290,3.691666667,10,31,10,0
2659,13295,3.693055556,2,32,1,0.895538392
2659,13295,3.693055556,1,30,2,0.597733327
2659,13295,3.693055556,3,33,3,0.482863671
2659,13295,3.693055556,5,35,4,0.470622017
2659,13295,3.693055556,4,34,5,0.340070765
2659,13295,3.693055556,7,37,6,0.278861042
2659,13295,3.693055556,9,39,7,0.278623956
2659,13295,3.693055556,8,38,8,0.274147227
2659,13295,3.693055556,6,36,9,0.155911616
2659,13295,3.693055556,10,31,10,0
2660,13300,3.694444444,2,32,1,0.894765676
2660,13300,3.694444444,1,30,2,0.597586087
2660,13300,3.694444444,3,33,3,0.482864528
2660,13300,3.694444444,5,35,4,0.470622017
2660,13300,3.694444444,4,34,5,0.340149842
2660,13300,3.694444444,7,37,6,0.278923276
2660,13300,3.694444444,9,39,7,0.278623496
2660,13300,3.694444444,8,38,8,0.274236475
2660,13300,3.694444444,6,36,9,0.155911498
2660,13300,3.694444444,10,31,10,0
2661,13305,3.695833333,2,32,1,0.896145167
2661,13305,3.695833333,1,30,2,0.597846714
2661,13305,3.695833333,3,33,3,0.482863317
2661,13305,3.695833333,5,35,4,0.470622017
2661,13305,3.695833333,4,34,5,0.340009536
2661,13305,3.695833333,7,37,6,0.278812013
2661,13305,3.695833333,9,39,7,0.278624279
2661,13305,3.695833333,8,38,8,0.274076302
2661,13305,3.695833333,6,36,9,0.155911713
2661,13305,3.695833333,10,31,10,0
2662,13310,3.697222222,2,32,1,0.896111077
2662,13310,3.697222222,1,30,2,0.597840403
2662,13310,3.697222222,3,33,3,0.48286333
2662,13310,3.697222222,5,35,4,0.470622017
2662,13310,3.697222222,4,34,5,0.340012952
2662,13310,3.697222222,7,37,6,0.278814773
2662,13310,3.697222222,9,39,7,0.278624262
2662,13310,3.697222222,8,38,8,0.274080309
2662,13310,3.697222222,6,36,9,0.155911707
2662,13310,3.697222222,10,31,10,0
2663,13315,3.698611111,2,32,1,0.894873544
2663,13315,3.698611111,1,30,2,0.597606704
2663,13315,3.698611111,3,33,3,0.482864324
2663,13315,3.698611111,5,35,4,0.470622017
2663,13315,3.698611111,4,34,5,0.340138746
2663,13315,3.698611111,7,37,6,0.278914611
2663,13315,3.698611111,9,39,7,0.278623562
2663,13315,3.698611111,8,38,8,0.274224117
2663,13315,3.698611111,6,36,9,0.155911514
2663,13315,3.698611111,10,31,10,0
2664,13320,3.7,2,32,1,0.896175398
2664,13320,3.7,1,30,2,0.597852199
2664,13320,3.7,3,33,3,0.482863254
2664,13320,3.7,5,35,4,0.470622017
2664,13320,3.7,4,34,5,0.340006511
2664,13320,3.7,7,37,6,0.278809579
2664,13320,3.7,9,39,7,0.278624292
2664,13320,3.7,8,38,8,0.274072781
2664,13320,3.7,6,36,9,0.155911717
2664,13320,3.7,10,31,10,0
2665,13325,3.701388889,2,32,1,0.895034429
2665,13325,3.701388889,1,30,2,0.597637411
2665,13325,3.701388889,3,33,3,0.482864066
2665,13325,3.701388889,5,35,4,0.470622017
2665,13325,3.701388889,4,34,5,0.340122229
2665,13325,3.701388889,7,37,6,0.278901675
2665,13325,3.701388889,9,39,7,0.278623659
2665,13325,3.701388889,8,38,8,0.274205628
2665,13325,3.701388889,6,36,9,0.155911538
2665,13325,3.701388889,10,31,10,0
2666,13330,3.702777778,2,32,1,0.896186208
2666,13330,3.702777778,1,30,2,0.597854129
2666,13330,3.702777778,3,33,3,0.482863216
2666,13330,3.702777778,5,35,4,0.470622017
2666,13330,3.702777778,4,34,5,0.340005431
2666,13330,3.702777778,7,37,6,0.278808712
2666,13330,3.702777778,9,39,7,0.278624297
2666,13330,3.702777778,8,38,8,0.274071532
2666,13330,3.702777778,6,36,9,0.155911719
2666,13330,3.702777778,10,31,10,0
2667,13335,3.704166667,2,32,1,0.895122903
2667,13335,3.704166667,1,30,2,0.597654217
2667,13335,3.704166667,3,33,3,0.482863918
2667,13335,3.704166667,5,35,4,0.470622017
2667,13335,3.704166667,4,34,5,0.340113166
2667,13335,3.704166667,7,37,6,0.278894561
2667,13335,3.704166667,9,39,7,0.278623712
2667,13335,3.704166667,8,38,8,0.274195452
2667,13335,3.704166667,6,36,9,0.155911551
2667,13335,3.704166667,10,31,10,0
2668,13340,3.705555556,2,32,1,0.895626187
2668,13340,3.705555556,1,30,2,0.597749499
2668,13340,3.705555556,3,33,3,0.482863416
2668,13340,3.705555556,5,35,4,0.470622017
2668,13340,3.705555556,4,34,5,0.340061868
2668,13340,3.705555556,7,37,6,0.278854
2668,13340,3.705555556,9,39,7,0.278624001
2668,13340,3.705555556,8,38,8,0.27413714
2668,13340,3.705555556,6,36,9,0.155911629
2668,13340,3.705555556,10,31,10,0
2669,13345,3.706944444,2,32,1,0.894880166
2669,13345,3.706944444,1,30,2,0.597607715
2669,13345,3.706944444,3,33,3,0.482864181
2669,13345,3.706944444,5,35,4,0.470622017
2669,13345,3.706944444,4,34,5,0.340138082
2669,13345,3.706944444,7,37,6,0.278914105
2669,13345,3.706944444,9,39,7,0.278623563
2669,13345,3.706944444,8,38,8,0.274223443
2669,13345,3.706944444,6,36,9,0.155911514
2669,13345,3.706944444,10,31,10,0
2670,13350,3.708333333,2,32,1,0.896083665
2670,13350,3.708333333,1,30,2,0.597834972
2670,13350,3.708333333,3,33,3,0.482863164
2670,13350,3.708333333,5,35,4,0.470622017
2670,13350,3.708333333,4,34,5,0.34001571
2670,13350,3.708333333,7,37,6,0.278817033
2670,13350,3.708333333,9,39,7,0.278624243
2670,13350,3.708333333,8,38,8,0.274083649
2670,13350,3.708333333,6,36,9,0.155911702
2670,13350,3.708333333,10,31,10,0
2671,13355,3.709722222,2,32,1,0.895593416
2671,13355,3.709722222,1,30,2,0.597743265
2671,13355,3.709722222,3,33,3,0.482863407
2671,13355,3.709722222,5,35,4,0.470622017
2671,13355,3.709722222,4,34,5,0.340065196
2671,13355,3.709722222,7,37,6,0.278856652
2671,13355,3.709722222,9,39,7,0.278623982
2671,13355,3.709722222,8,38,8,0.274140976
2671,13355,3.709722222,6,36,9,0.155911624
2671,13355,3.709722222,10,31,10,0
2672,13360,3.711111111,2,32,1,0.895860354
2672,13360,3.711111111,1,30,2,0.597793315
2672,13360,3.711111111,3,33,3,0.482863223
2672,13360,3.711111111,5,35,4,0.470622017
2672,13360,3.711111111,4,34,5,0.340038183
2672,13360,3.711111111,7,37,6,0.278835101
2672,13360,3.711111111,9,39,7,0.278624126
2672,13360,3.711111111,8,38,8,0.274109849
2672,13360,3.711111111,6,36,9,0.155911666
2672,13360,3.711111111,10,31,10,0
2673,13365,3.7125,2,32,1,0.896271641
2673,13365,3.7125,1,30,2,0.597869676
2673,13365,3.7125,3,33,3,0.482863083
2673,13365,3.7125,5,35,4,0.470622017
2673,13365,3.7125,4,34,5,0.339996895
2673,13365,3.7125,7,37,6,0.278801818
2673,13365,3.7125,9,39,7,0.278624336
2673,13365,3.7125,8,38,8,0.274061539
2673,13365,3.7125,6,36,9,0.155911732
2673,13365,3.7125,10,31,10,0
2674,13370,3.713888889,2,32,1,0.894764099
2674,13370,3.713888889,1,30,2,0.597585242
2674,13370,3.713888889,3,33,3,0.482864249
2674,13370,3.713888889,5,35,4,0.470622017
2674,13370,3.713888889,4,34,5,0.340150042
2674,13370,3.713888889,7,37,6,0.27892346
2674,13370,3.713888889,9,39,7,0.278623489
2674,13370,3.713888889,8,38,8,0.27423684
2674,13370,3.713888889,6,36,9,0.155911496
2674,13370,3.713888889,10,31,10,0
2675,13375,3.715277778,2,32,1,0.895218737
2675,13375,3.715277778,1,30,2,0.597672087
2675,13375,3.715277778,3,33,3,0.482863617
2675,13375,3.715277778,5,35,4,0.470622017
2675,13375,3.715277778,4,34,5,0.340103381
2675,13375,3.715277778,7,37,6,0.278886885
2675,13375,3.715277778,9,39,7,0.278623764
2675,13375,3.715277778,8,38,8,0.274184512
2675,13375,3.715277778,6,36,9,0.155911565
2675,13375,3.715277778,10,31,10,0
2676,13380,3.716666667,2,32,1,0.894834777
2676,13380,3.716666667,1,30,2,0.597598706
2676,13380,3.716666667,3,33,3,0.482864089
2676,13380,3.716666667,5,35,4,0.470622017
2676,13380,3.716666667,4,34,5,0.340142772
2676,13380,3.716666667,7,37,6,0.278917788
2676,13380,3.716666667,9,39,7,0.278623531
2676,13380,3.716666667,8,38,8,0.274228762
2676,13380,3.716666667,6,36,9,0.155911507
2676,13380,3.716666667,10,31,10,0
2677,13385,3.718055556,2,32,1,0.895046204
2677,13385,3.718055556,1,30,2,0.597639177
2677,13385,3.718055556,3,33,3,0.482863802
2677,13385,3.718055556,5,35,4,0.470622017
2677,13385,3.718055556,4,34,5,0.340121051
2677,13385,3.718055556,7,37,6,0.278900779
2677,13385,3.718055556,9,39,7,0.278623661
2677,13385,3.718055556,8,38,8,0.274204435
2677,13385,3.718055556,6,36,9,0.155911539
2677,13385,3.718055556,10,31,10,0
2678,13390,3.719444444,2,32,1,0.896152994
2678,13390,3.719444444,1,30,2,0.597847585
2678,13390,3.719444444,3,33,3,0.482863024
2678,13390,3.719444444,5,35,4,0.470622017
2678,13390,3.719444444,4,34,5,0.340008764
2678,13390,3.719444444,7,37,6,0.27881145
2678,13390,3.719444444,9,39,7,0.278624275
2678,13390,3.719444444,8,38,8,0.274075578
2678,13390,3.719444444,6,36,9,0.155911713
2678,13390,3.719444444,10,31,10,0
2679,13395,3.720833333,2,32,1,0.896275113
2679,13395,3.720833333,1,30,2,0.597870187
2679,13395,3.720833333,3,33,3,0.482863018
2679,13395,3.720833333,5,35,4,0.470622017
2679,13395,3.720833333,4,34,5,0.33999655
2679,13395,3.720833333,7,37,6,0.278801552
2679,13395,3.720833333,9,39,7,0.278624336
2679,13395,3.720833333,8,38,8,0.274061174
2679,13395,3.720833333,6,36,9,0.155911733
2679,13395,3.720833333,10,31,10,0
2680,13400,3.722222222,2,32,1,0.895609902
2680,13400,3.722222222,1,30,2,0.597746103
2680,13400,3.722222222,3,33,3,0.48286326
2680,13400,3.722222222,5,35,4,0.470622017
2680,13400,3.722222222,4,34,5,0.340063534
2680,13400,3.722222222,7,37,6,0.278855352
2680,13400,3.722222222,9,39,7,0.278623988
2680,13400,3.722222222,8,38,8,0.274139147
2680,13400,3.722222222,6,36,9,0.155911626
2680,13400,3.722222222,10,31,10,0
2681,13405,3.723611111,2,32,1,0.895447297
2681,13405,3.723611111,1,30,2,0.597715337
2681,13405,3.723611111,3,33,3,0.482863345
2681,13405,3.723611111,5,35,4,0.470622017
2681,13405,3.723611111,4,34,5,0.340080065
2681,13405,3.723611111,7,37,6,0.278868478
2681,13405,3.723611111,9,39,7,0.278623895
2681,13405,3.723611111,8,38,8,0.274158074
2681,13405,3.723611111,6,36,9,0.155911601
2681,13405,3.723611111,10,31,10,0
2682,13410,3.725,2,32,1,0.895649182
2682,13410,3.725,1,30,2,0.597753353
2682,13410,3.725,3,33,3,0.482863161
2682,13410,3.725,5,35,4,0.470622017
2682,13410,3.725,4,34,5,0.340059556
2682,13410,3.725,7,37,6,0.278852198
2682,13410,3.725,9,39,7,0.278624008
2682,13410,3.725,8,38,8,0.274134622
2682,13410,3.725,6,36,9,0.155911632
2682,13410,3.725,10,31,10,0
2683,13415,3.726388889,2,32,1,0.896140261
2683,13415,3.726388889,1,30,2,0.597845023
2683,13415,3.726388889,3,33,3,0.482862925
2683,13415,3.726388889,5,35,4,0.470622017
2683,13415,3.726388889,4,34,5,0.340010045
2683,13415,3.726388889,7,37,6,0.278812506
2683,13415,3.726388889,9,39,7,0.278624267
2683,13415,3.726388889,8,38,8,0.274077146
2683,13415,3.726388889,6,36,9,0.155911711
2683,13415,3.726388889,10,31,10,0
2684,13420,3.727777778,2,32,1,0.895915612
2684,13420,3.727777778,1,30,2,0.597803192
2684,13420,3.727777778,3,33,3,0.482862973
2684,13420,3.727777778,5,35,4,0.470622017
2684,13420,3.727777778,4,34,5,0.340032625
2684,13420,3.727777778,7,37,6,0.278830687
2684,13420,3.727777778,9,39,7,0.27862415
2684,13420,3.727777778,8,38,8,0.274103533
2684,13420,3.727777778,6,36,9,0.155911674
2684,13420,3.727777778,10,31,10,0
2685,13425,3.729166667,2,32,1,0.895396645
2685,13425,3.729166667,1,30,2,0.597705528
2685,13425,3.729166667,3,33,3,0.482863276
2685,13425,3.729166667,5,35,4,0.470622017
2685,13425,3.729166667,4,34,5,0.340085236
2685,13425,3.729166667,7,37,6,0.278872586
2685,13425,3.729166667,9,39,7,0.278623864
2685,13425,3.729166667,8,38,8,0.274164026
2685,13425,3.729166667,6,36,9,0.155911592
2685,13425,3.729166667,10,31,10,0
2686,13430,3.730555556,2,32,1,0.895608665
2686,13430,3.730555556,1,30,2,0.597745493
2686,13430,3.730555556,3,33,3,0.482863069
2686,13430,3.730555556,5,35,4,0.470622017
2686,13430,3.730555556,4,34,5,0.340063676
2686,13430,3.730555556,7,37,6,0.278855495
2686,13430,3.730555556,9,39,7,0.278623983
2686,13430,3.730555556,8,38,8,0.27413942
2686,13430,3.730555556,6,36,9,0.155911625
2686,13430,3.730555556,10,31,10,0
2687,13435,3.731944444,2,32,1,0.895434457
2687,13435,3.731944444,1,30,2,0.597712563
2687,13435,3.731944444,3,33,3,0.48286318
2687,13435,3.731944444,5,35,4,0.470622017
2687,13435,3.731944444,4,34,5,0.34008139
2687,13435,3.731944444,7,37,6,0.278869552
2687,13435,3.731944444,9,39,7,0.278623884
2687,13435,3.731944444,8,38,8,0.274159681
2687,13435,3.731944444,6,36,9,0.155911598
2687,13435,3.731944444,10,31,10,0
2688,13440,3.733333333,2,32,1,0.894818293
2688,13440,3.733333333,1,30,2,0.597595065
2688,13440,3.733333333,3,33,3,0.482863866
2688,13440,3.733333333,5,35,4,0.470622017
2688,13440,3.733333333,4,34,5,0.340144502
2688,13440,3.733333333,7,37,6,0.278919165
2688,13440,3.733333333,9,39,7,0.278623516
2688,13440,3.733333333,8,38,8,0.274230817
2688,13440,3.733333333,6,36,9,0.155911504
2688,13440,3.733333333,10,31,10,0
2689,13445,3.734722222,2,32,1,0.896100314
2689,13445,3.734722222,1,30,2,0.597837301
2689,13445,3.734722222,3,33,3,0.482862777
2689,13445,3.734722222,5,35,4,0.470622017
2689,13445,3.734722222,4,34,5,0.340014058
2689,13445,3.734722222,7,37,6,0.278815778
2689,13445,3.734722222,9,39,7,0.278624243
2689,13445,3.734722222,8,38,8,0.274081952
2689,13445,3.734722222,6,36,9,0.155911704
2689,13445,3.734722222,10,31,10,0
2690,13450,3.736111111,2,32,1,0.894759535
2690,13450,3.736111111,1,30,2,0.597583753
2690,13450,3.736111111,3,33,3,0.48286394
2690,13450,3.736111111,5,35,4,0.470622017
2690,13450,3.736111111,4,34,5,0.340150556
2690,13450,3.736111111,7,37,6,0.278923892
2690,13450,3.736111111,9,39,7,0.278623479
2690,13450,3.736111111,8,38,8,0.274237571
2690,13450,3.736111111,6,36,9,0.155911495
2690,13450,3.736111111,10,31,10,0
2691,13455,3.7375,2,32,1,0.895068348
2691,13455,3.7375,1,30,2,0.597642867
2691,13455,3.7375,3,33,3,0.482863499
2691,13455,3.7375,5,35,4,0.470622017
2691,13455,3.7375,4,34,5,0.340118813
2691,13455,3.7375,7,37,6,0.278899056
2691,13455,3.7375,9,39,7,0.278623668
2691,13455,3.7375,8,38,8,0.274202065
2691,13455,3.7375,6,36,9,0.155911542
2691,13455,3.7375,10,31,10,0
2692,13460,3.738888889,2,32,1,0.894796354
2692,13460,3.738888889,1,30,2,0.597590796
2692,13460,3.738888889,3,33,3,0.482863869
2692,13460,3.738888889,5,35,4,0.470622017
2692,13460,3.738888889,4,34,5,0.340146765
2692,13460,3.738888889,7,37,6,0.278920935
2692,13460,3.738888889,9,39,7,0.278623501
2692,13460,3.738888889,8,38,8,0.274233356
2692,13460,3.738888889,6,36,9,0.1559115
2692,13460,3.738888889,10,31,10,0
2693,13465,3.740277778,2,32,1,0.894771115
2693,13465,3.740277778,1,30,2,0.597585968
2693,13465,3.740277778,3,33,3,0.482863917
2693,13465,3.740277778,5,35,4,0.470622017
2693,13465,3.740277778,4,34,5,0.340149363
2693,13465,3.740277778,7,37,6,0.278922962
2693,13465,3.740277778,9,39,7,0.278623486
2693,13465,3.740277778,8,38,8,0.274236246
2693,13465,3.740277778,6,36,9,0.155911497
2693,13465,3.740277778,10,31,10,0
2694,13470,3.741666667,2,32,1,0.895661731
2694,13470,3.741666667,1,30,2,0.597755393
2694,13470,3.741666667,3,33,3,0.48286299
2694,13470,3.741666667,5,35,4,0.470622017
2694,13470,3.741666667,4,34,5,0.340058297
2694,13470,3.741666667,7,37,6,0.278851223
2694,13470,3.741666667,9,39,7,0.278624011
2694,13470,3.741666667,8,38,8,0.274133269
2694,13470,3.741666667,6,36,9,0.155911634
2694,13470,3.741666667,10,31,10,0
2695,13475,3.743055556,2,32,1,0.894948327
2695,13475,3.743055556,1,30,2,0.59762005
2695,13475,3.743055556,3,33,3,0.482863716
2695,13475,3.743055556,5,35,4,0.470622017
2695,13475,3.743055556,4,34,5,0.340131124
2695,13475,3.743055556,7,37,6,0.2789087
2695,13475,3.743055556,9,39,7,0.278623597
2695,13475,3.743055556,8,38,8,0.274215848
2695,13475,3.743055556,6,36,9,0.155911523
2695,13475,3.743055556,10,31,10,0
2696,13480,3.744444444,2,32,1,0.895423056
2696,13480,3.744444444,1,30,2,0.597710423
2696,13480,3.744444444,3,33,3,0.482863199
2696,13480,3.744444444,5,35,4,0.470622017
2696,13480,3.744444444,4,34,5,0.34008255
2696,13480,3.744444444,7,37,6,0.278870469
2696,13480,3.744444444,9,39,7,0.278623878
2696,13480,3.744444444,8,38,8,0.274160998
2696,13480,3.744444444,6,36,9,0.155911596
2696,13480,3.744444444,10,31,10,0
2697,13485,3.745833333,2,32,1,0.896093957
2697,13485,3.745833333,1,30,2,0.597836246
2697,13485,3.745833333,3,33,3,0.482862841
2697,13485,3.745833333,5,35,4,0.470622017
2697,13485,3.745833333,4,34,5,0.340014693
2697,13485,3.745833333,7,37,6,0.278816277
2697,13485,3.745833333,9,39,7,0.278624241
2697,13485,3.745833333,8,38,8,0.274082657
2697,13485,3.745833333,6,36,9,0.155911703
2697,13485,3.745833333,10,31,10,0
2698,13490,3.747222222,2,32,1,0.896239882
2698,13490,3.747222222,1,30,2,0.597863276
2698,13490,3.747222222,3,33,3,0.482862818
2698,13490,3.747222222,5,35,4,0.470622017
2698,13490,3.747222222,4,34,5,0.340000077
2698,13490,3.747222222,7,37,6,0.278804458
2698,13490,3.747222222,9,39,7,0.278624314
2698,13490,3.747222222,8,38,8,0.27406547
2698,13490,3.747222222,6,36,9,0.155911726
2698,13490,3.747222222,10,31,10,0
2699,13495,3.748611111,2,32,1,0.895354106
2699,13495,3.748611111,1,30,2,0.597697354
2699,13495,3.748611111,3,33,3,0.482863256
2699,13495,3.748611111,5,35,4,0.470622017
2699,13495,3.748611111,4,34,5,0.34008958
2699,13495,3.748611111,7,37,6,0.278876028
2699,13495,3.748611111,9,39,7,0.278623838
2699,13495,3.748611111,8,38,8,0.274168995
2699,13495,3.748611111,6,36,9,0.155911586
2699,13495,3.748611111,10,31,10,0
2700,13500,3.75,2,32,1,0.895827541
2700,13500,3.75,1,30,2,0.597786464
2700,13500,3.75,3,33,3,0.482862878
2700,13500,3.75,5,35,4,0.470622017
2700,13500,3.75,4,34,5,0.34004152
2700,13500,3.75,7,37,6,0.278837836
2700,13500,3.75,9,39,7,0.2786241
2700,13500,3.75,8,38,8,0.274113929
2700,13500,3.75,6,36,9,0.15591166
2700,13500,3.75,10,31,10,0
2701,13505,3.751388889,2,32,1,0.895609253
2701,13505,3.751388889,1,30,2,0.597745441
2701,13505,3.751388889,3,33,3,0.482862986
2701,13505,3.751388889,5,35,4,0.470622017
2701,13505,3.751388889,4,34,5,0.340063624
2701,13505,3.751388889,7,37,6,0.278855467
2701,13505,3.751388889,9,39,7,0.278623981
2701,13505,3.751388889,8,38,8,0.274139407
2701,13505,3.751388889,6,36,9,0.155911625
2701,13505,3.751388889,10,31,10,0
