step,h30_score,h30_kappa,h30_r_i,h30_T_i,h30_age,h30_status,h31_score,h31_kappa,h31_r_i,h31_T_i,h31_age,h31_status,h32_score,h32_kappa,h32_r_i,h32_T_i,h32_age,h32_status,h33_score,h33_kappa,h33_r_i,h33_T_i,h33_age,h33_status,h34_score,h34_kappa,h34_r_i,h34_T_i,h34_age,h34_status,h35_score,h35_kappa,h35_r_i,h35_T_i,h35_age,h35_status,h36_score,h36_kappa,h36_r_i,h36_T_i,h36_age,h36_status,h37_score,h37_kappa,h37_r_i,h37_T_i,h37_age,h37_status,h38_score,h38_kappa,h38_r_i,h38_T_i,h38_age,h38_status,h39_score,h39_kappa,h39_r_i,h39_T_i,h39_age,h39_status
3840,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3846,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3852,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3858,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3864,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3870,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3876,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3882,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3888,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3894,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3900,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3906,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3912,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3918,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3924,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3930,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3936,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3942,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3948,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3954,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.43,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
3960,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
3966,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
3972,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
3978,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
3984,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
3990,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
3996,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4002,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4008,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4014,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4020,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4026,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4032,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4038,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4044,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4050,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4056,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4062,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4068,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4074,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4080,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4086,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4092,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4098,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4104,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4110,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4116,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4122,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4128,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4134,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4140,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4146,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4152,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4158,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4164,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4170,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4176,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
4182,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
