step,h1-h30_score,h1-h30_kappa_f,h1-h30_r_f,h1-h30_phi_f,h1-h30_age,h1-h30_status,h1-h31_score,h1-h31_kappa_f,h1-h31_r_f,h1-h31_phi_f,h1-h31_age,h1-h31_status,h1-h32_score,h1-h32_kappa_f,h1-h32_r_f,h1-h32_phi_f,h1-h32_age,h1-h32_status,h1-h33_score,h1-h33_kappa_f,h1-h33_r_f,h1-h33_phi_f,h1-h33_age,h1-h33_status,h1-h34_score,h1-h34_kappa_f,h1-h34_r_f,h1-h34_phi_f,h1-h34_age,h1-h34_status,h1-h35_score,h1-h35_kappa_f,h1-h35_r_f,h1-h35_phi_f,h1-h35_age,h1-h35_status,h1-h36_score,h1-h36_kappa_f,h1-h36_r_f,h1-h36_phi_f,h1-h36_age,h1-h36_status,h1-h37_score,h1-h37_kappa_f,h1-h37_r_f,h1-h37_phi_f,h1-h37_age,h1-h37_status,h1-h38_score,h1-h38_kappa_f,h1-h38_r_f,h1-h38_phi_f,h1-h38_age,h1-h38_status,h1-h39_score,h1-h39_kappa_f,h1-h39_r_f,h1-h39_phi_f,h1-h39_age,h1-h39_status
1332,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1338,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1344,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1350,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1356,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1362,2.6,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1368,2.51,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7475,0.585,0.5,1.0,2,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1374,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1380,2.6,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1386,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1392,2.51,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1398,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1404,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1410,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1416,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1422,2.51,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1428,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1434,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
1440,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1446,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1452,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1458,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1464,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1470,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1476,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1482,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1488,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1494,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1500,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1506,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1512,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1518,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1524,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1530,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1536,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1542,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1548,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1554,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1560,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1566,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1572,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1578,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1584,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1590,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1596,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1602,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1608,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1614,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1620,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1626,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1632,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1638,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
1644,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
