timestep,action_taken,sel_ip_hosts,c_ip_hosts,ip_top1_host,ip_top1_score,ip_top1_r_i,ip_top1_T_i,ip_top1_kappa,ip_top1_A_i,ip_mean_score,ip_mean_r_i,ip_mean_T_i,ip_mean_kappa,sel_rrm_pairs,c_rrm_pairs,rrm_top1_pair,rrm_top1_score,rrm_top1_r_f,rrm_top1_phi_f,rrm_top1_kappa_f,rrm_top1_A_f,rrm_mean_score,rrm_mean_r_f,rrm_mean_phi_f,rrm_mean_kappa_f
4410,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.525
4416,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4422,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4428,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4434,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4440,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4446,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.525
4452,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.765,0.15,1.0,0.525
4458,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.525
4464,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.765,0.15,1.0,0.525
4470,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4476,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.756,0.15,1.0,0.525
4482,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.765,0.15,1.0,0.525
4488,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.756,0.15,1.0,0.525
4494,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4500,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7595,0.15,1.0,0.525
4506,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.756,0.15,1.0,0.525
4512,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4518,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.756,0.15,1.0,0.525
4524,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.774,0.15,1.0,0.525
4530,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4536,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.756,0.15,1.0,0.525
4542,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.765,0.15,1.0,0.525
4548,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.525
4554,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4560,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.774,0.15,1.0,0.525
4566,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4572,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4578,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4584,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7595,0.15,1.0,0.525
4590,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4596,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4602,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.765,0.15,1.0,0.525
4608,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.525
4614,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.756,0.15,1.0,0.525
4620,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4626,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.765,0.15,1.0,0.525
4632,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4638,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.525
4644,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.774,0.15,1.0,0.525
4650,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4656,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.756,0.15,1.0,0.525
4662,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.756,0.15,1.0,0.525
4668,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.747,0.15,1.0,0.525
4674,route,none,none,h30,-0.13636,0.0,0.0,0.46,10,-0.13636,0.0,0.0,0.4,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.555,1,1.765,0.15,1.0,0.525
4680,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4686,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7605,0.15,1.0,0.5205
4692,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.8375,0.5,1.0,0.585,2,1.764,0.15,1.0,0.5205
4698,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.8375,0.5,1.0,0.585,2,1.755,0.15,1.0,0.5205
4704,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4710,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4716,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4722,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4728,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
4734,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.755,0.15,1.0,0.5205
4740,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4746,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
4752,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h31;h1-h30,h1-h32;h1-h31;h1-h30;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.755,0.15,1.0,0.5205
4758,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
4764,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
4770,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4776,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4782,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
4788,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4794,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4800,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4806,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
4812,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h31;h1-h30,h1-h32;h1-h31;h1-h30;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.746,0.15,1.0,0.5205
4818,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
4824,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4830,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4836,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7605,0.15,1.0,0.5205
4842,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4848,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4854,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4860,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4866,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4872,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4878,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
4884,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
