snapshot_id,src,dst,current_option,route_exposure,link_usage,link_monitor,current_hop_count,hop_penalty,route_grid_priority,max_flow_overlap,overlap_pressure,path,route_capable,latency_ok,frequency_ok,teacher_p_route,teacher_score,teacher_benefit,teacher_cost,teacher_hop_cost,selected_route_label
1,h23,h37,0,1.0,0.001,0.00125,3.0,0.0,0.33333333333333337,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:5 -> of:0000000000000007:1",1,1,1,0.03410833333333334,-0.029635,0.020465,0.05,0.0001,0
1,h23,h38,0,1.0,0.001,0.00125,3.0,0.0,0.5555555555555556,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:5 -> of:0000000000000007:1",1,1,1,0.05633055555555556,-0.01630166666666667,0.03379833333333333,0.05,0.0001,0
1,h23,h39,0,1.0,0.001,0.00125,3.0,0.0,0.2222222222222222,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:5 -> of:0000000000000007:1",1,1,1,0.022997222222222224,-0.03630166666666667,0.013798333333333334,0.05,0.0001,0
1,h23,h40,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:5 -> of:0000000000000007:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h24,h28,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h24,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h3,h24,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h3,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h4,h24,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h4,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h5,h24,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h5,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h6,h24,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h6,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h7,h24,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h7,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h8,h24,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h8,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
1,h9,h24,0,1.0,0.0019066666666666668,0.0023833333333333332,3.0,0.0,0.0,0.0,0.0,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0014776666666666666,-0.049213400000000004,0.0008866,0.05,0.0001,0
