timestamp,connection_id,eth_src,eth_dst,ipv4_src,ipv4_dst,deviceId,flowId,packets,bytes,flow_life_sec,observed_active_age_sec,state
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:000000000000000d,00:00:00:00:00:01,00:00:00:00:00:02,,,of:000000000000000d,34902897737059246,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000d,,,,,of:000000000000000d,281478788468154,83,8134,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000d,,,,,of:000000000000000d,281478012698825,12,1675,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:000000000000000d,00:00:00:00:00:02,00:00:00:00:00:01,,,of:000000000000000d,34902898750873574,9,882,4,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000d,,,,,of:000000000000000d,281476618808057,0,0,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:000000000000000d,00:00:00:00:00:01,00:00:00:00:00:02,,,of:000000000000000d,34902898450661242,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000a,,,,,of:000000000000000a,281477705784245,3,294,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000a,,,,,of:000000000000000a,281475818964416,5,698,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000a,,,,,of:000000000000000a,281477034268888,5,698,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000a,,,,,of:000000000000000a,281478593105785,0,0,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:000000000000000b,00:00:00:00:00:01,00:00:00:00:00:02,,,of:000000000000000b,34902897206428548,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000b,,,,,of:000000000000000b,281478277078534,101,9898,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:000000000000000b,00:00:00:00:00:01,00:00:00:00:00:02,,,of:000000000000000b,34902898369757081,6,588,4,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:000000000000000b,00:00:00:00:00:02,00:00:00:00:00:01,,,of:000000000000000b,34902898247549216,3,294,2,0.0,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:000000000000000b,00:00:00:00:00:01,00:00:00:00:00:02,,,of:000000000000000b,34902899522994218,15,1470,4,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000b,,,,,of:000000000000000b,281476663695951,0,0,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:000000000000000b,00:00:00:00:00:02,00:00:00:00:00:01,,,of:000000000000000b,34902897663526614,1,98,2,0.0,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000b,,,,,of:000000000000000b,281476573370203,18,2508,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:000000000000000b,,,,,of:000000000000000b,281476205675487,18,2508,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:000000000000000b,00:00:00:00:00:01,00:00:00:00:00:02,,,of:000000000000000b,34902897950184551,2,196,4,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000003,,,,,of:0000000000000003,281478170942982,93,9114,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000003,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000003,34902901306865815,30,2940,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000003,,,,,of:0000000000000003,281476661728682,6,837,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000003,,,,,of:0000000000000003,281477764386537,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000003,,,,,of:0000000000000003,281476156249461,6,837,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000003,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000003,34902899788514941,0,0,2,0.0,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000004,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000004,34902897777565059,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000004,,,,,of:0000000000000004,281475616213265,4,557,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000004,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000004,34902897652261151,42,4116,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000004,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000004,34902899110784439,1,98,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000004,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000004,34902900595968087,0,0,2,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000004,,,,,of:0000000000000004,281475265228006,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000004,,,,,of:0000000000000004,281477141311986,88,8624,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000004,,,,,of:0000000000000004,281476729151998,4,557,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000001,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000001,34902897526632845,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000001,,,,,of:0000000000000001,281478909873038,0,0,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000001,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000001,34902898246926876,11,1078,4,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000001,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000001,34902899196753573,5,490,4,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000001,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000001,34902899566969773,19,1862,4,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000001,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000001,34902898986035913,15,1470,4,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000001,,,,,of:0000000000000001,281477466379610,7,980,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000001,,,,,of:0000000000000001,281475012051420,76,7448,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000001,,,,,of:0000000000000001,281477029321583,7,980,5,5.08,ADDED
